2024-06-20 12:05:20,1718867120.0
2024-06-20 12:05:25,1718867125.0
2024-06-20 12:05:30,1718867130.0
2024-06-20 12:05:35,1718867135.0
2024-06-20 12:05:40,1718867140.0
2024-06-20 12:05:45,1718867145.0
2024-06-20 12:05:50,1718867150.0
2024-06-20 12:05:55,1718867155.0
2024-06-20 12:06:00,1718867160.0
2024-06-20 12:06:05,1718867165.0
2024-06-20 12:06:10,1718867170.0
2024-06-20 12:06:15,1718867175.0
2024-06-20 12:06:20,1718867180.0
2024-06-20 12:06:25,1718867185.0
2024-06-20 12:06:30,1718867190.0
2024-06-20 12:06:35,1718867195.0
2024-06-20 12:06:40,1718867200.0
2024-06-20 12:06:45,1718867205.0
2024-06-20 12:06:50,1718867210.0
2024-06-20 12:06:55,1718867215.0
2024-06-20 12:07:00,1718867220.0
2024-06-20 12:07:05,1718867225.0
2024-06-20 12:07:10,1718867230.0
2024-06-20 12:07:15,1718867235.0
2024-06-20 12:07:20,1718867240.0
2024-06-20 12:07:25,1718867245.0
2024-06-20 12:07:30,1718867250.0
2024-06-20 12:07:35,1718867255.0
2024-06-20 12:07:40,1718867260.0
2024-06-20 12:07:45,1718867265.0
2024-06-20 12:07:50,1718867270.0
2024-06-20 12:07:55,1718867275.0
2024-06-20 12:08:00,1718867280.0
2024-06-20 12:08:05,1718867285.0
2024-06-20 12:08:10,1718867290.0
2024-06-20 12:08:15,1718867295.0
2024-06-20 12:08:20,1718867300.0
2024-06-20 12:08:25,1718867305.0
2024-06-20 12:08:30,1718867310.0
2024-06-20 12:08:35,1718867315.0
2024-06-20 12:08:40,1718867320.0
2024-06-20 12:08:45,1718867325.0
2024-06-20 12:08:50,1718867330.0
2024-06-20 12:08:55,1718867335.0
2024-06-20 12:09:00,1718867340.0
2024-06-20 12:09:05,1718867345.0
2024-06-20 12:09:10,1718867350.0
2024-06-20 12:09:15,1718867355.0
2024-06-20 12:09:20,1718867360.0
2024-06-20 12:09:25,1718867365.0
2024-06-20 12:09:30,1718867370.0
2024-06-20 12:09:35,1718867375.0
2024-06-20 12:09:40,1718867380.0
2024-06-20 12:09:45,1718867385.0
2024-06-20 12:09:50,1718867390.0
2024-06-20 12:09:55,1718867395.0
2024-06-20 12:10:00,1718867400.0
2024-06-20 12:10:05,1718867405.0
2024-06-20 12:10:10,1718867410.0
2024-06-20 12:10:15,1718867415.0
2024-06-20 12:10:20,1718867420.0
2024-06-20 12:10:25,1718867425.0
2024-06-20 12:10:30,1718867430.0
2024-06-20 12:10:35,1718867435.0
2024-06-20 12:10:40,1718867440.0
2024-06-20 12:10:45,1718867445.0
2024-06-20 12:10:50,1718867450.0
2024-06-20 12:10:55,1718867455.0
2024-06-20 12:11:00,1718867460.0
2024-06-20 12:11:05,1718867465.0
2024-06-20 12:11:10,1718867470.0
2024-06-20 12:11:15,1718867475.0
2024-06-20 12:11:20,1718867480.0
2024-06-20 12:11:25,1718867485.0
2024-06-20 12:11:30,1718867490.0
2024-06-20 12:11:35,1718867495.0
2024-06-20 12:11:40,1718867500.0
2024-06-20 12:11:45,1718867505.0
2024-06-20 12:11:50,1718867510.0
2024-06-20 12:11:55,1718867515.0
2024-06-20 12:12:00,1718867520.0
2024-06-20 12:12:05,1718867525.0
2024-06-20 12:12:10,1718867530.0
2024-06-20 12:12:15,1718867535.0
2024-06-20 12:12:20,1718867540.0
2024-06-20 12:12:25,1718867545.0
2024-06-20 12:12:30,1718867550.0
2024-06-20 12:12:35,1718867555.0
2024-06-20 12:12:40,1718867560.0
2024-06-20 12:12:45,1718867565.0
2024-06-20 12:12:50,1718867570.0
2024-06-20 12:12:55,1718867575.0
2024-06-20 12:13:00,1718867580.0
2024-06-20 12:13:05,1718867585.0
2024-06-20 12:13:10,1718867590.0
2024-06-20 12:13:15,1718867595.0
2024-06-20 12:13:20,1718867600.0
2024-06-20 12:13:25,1718867605.0
2024-06-20 12:13:30,1718867610.0
2024-06-20 12:13:35,1718867615.0
2024-06-20 12:13:40,1718867620.0
2024-06-20 12:13:45,1718867625.0
2024-06-20 12:13:50,1718867630.0
2024-06-20 12:13:55,1718867635.0
2024-06-20 12:14:00,1718867640.0
2024-06-20 12:14:05,1718867645.0
2024-06-20 12:14:10,1718867650.0
2024-06-20 12:14:15,1718867655.0
2024-06-20 12:14:20,1718867660.0
2024-06-20 12:14:25,1718867665.0
2024-06-20 12:14:30,1718867670.0
2024-06-20 12:14:35,1718867675.0
2024-06-20 12:14:40,1718867680.0
2024-06-20 12:14:45,1718867685.0
2024-06-20 12:14:50,1718867690.0
2024-06-20 12:14:55,1718867695.0
2024-06-20 12:15:00,1718867700.0
2024-06-20 12:15:05,1718867705.0
2024-06-20 12:15:10,1718867710.0
2024-06-20 12:15:15,1718867715.0
2024-06-20 12:15:20,1718867720.0
2024-06-20 12:15:25,1718867725.0
2024-06-20 12:15:30,1718867730.0
2024-06-20 12:15:35,1718867735.0
2024-06-20 12:15:40,1718867740.0
2024-06-20 12:15:45,1718867745.0
2024-06-20 12:15:50,1718867750.0
2024-06-20 12:15:55,1718867755.0
2024-06-20 12:16:00,1718867760.0
2024-06-20 12:16:05,1718867765.0
2024-06-20 12:16:10,1718867770.0
2024-06-20 12:16:15,1718867775.0
2024-06-20 12:16:20,1718867780.0
2024-06-20 12:16:25,1718867785.0
2024-06-20 12:16:30,1718867790.0
2024-06-20 12:16:35,1718867795.0
2024-06-20 12:16:40,1718867800.0
2024-06-20 12:16:45,1718867805.0
2024-06-20 12:16:50,1718867810.0
2024-06-20 12:16:55,1718867815.0
2024-06-20 12:17:00,1718867820.0
2024-06-20 12:17:05,1718867825.0
2024-06-20 12:17:10,1718867830.0
2024-06-20 12:17:15,1718867835.0
2024-06-20 12:17:20,1718867840.0
2024-06-20 12:17:25,1718867845.0
2024-06-20 12:17:30,1718867850.0
2024-06-20 12:17:35,1718867855.0
2024-06-20 12:17:40,1718867860.0
2024-06-20 12:17:45,1718867865.0
2024-06-20 12:17:50,1718867870.0
2024-06-20 12:17:55,1718867875.0
2024-06-20 12:18:00,1718867880.0
2024-06-20 12:18:05,1718867885.0
2024-06-20 12:18:10,1718867890.0
2024-06-20 12:18:15,1718867895.0
2024-06-20 12:18:20,1718867900.0
2024-06-20 12:18:25,1718867905.0
2024-06-20 12:18:30,1718867910.0
2024-06-20 12:18:35,1718867915.0
2024-06-20 12:18:40,1718867920.0
2024-06-20 12:18:45,1718867925.0
2024-06-20 12:18:50,1718867930.0
2024-06-20 12:18:55,1718867935.0
2024-06-20 12:19:00,1718867940.0
2024-06-20 12:19:05,1718867945.0
2024-06-20 12:19:10,1718867950.0
2024-06-20 12:19:15,1718867955.0
2024-06-20 12:19:20,1718867960.0
2024-06-20 12:19:25,1718867965.0
2024-06-20 12:19:30,1718867970.0
2024-06-20 12:19:35,1718867975.0
2024-06-20 12:19:40,1718867980.0
2024-06-20 12:19:45,1718867985.0
2024-06-20 12:19:50,1718867990.0
2024-06-20 12:19:55,1718867995.0
2024-06-20 12:20:00,1718868000.0
2024-06-20 12:20:05,1718868005.0
2024-06-20 12:20:10,1718868010.0
2024-06-20 12:20:15,1718868015.0
2024-06-20 12:20:20,1718868020.0
